#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-12T12:56:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-12T12:56:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=V%2f50%2fcatalog&-out.max=unlimited&-out=HR%2cName%2cHD%2cVmag%2cB-V&-out.add=_RAJ2000%2c_DEJ2000&-oc.form=dec	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000	_DEJ2000	HR	Name	HD	Vmag	B-V
176.829583	-57.696389	4526	          	102461	 5.41	 1.67
176.996250	+20.218889	4527	 93    Leo	102509	 4.53	 0.55
176.978750	 +8.245833	4528	  4    Vir	102510	 5.32	 0.02
177.097917	-10.313333	4529	          	102574	 6.26	 0.58
177.059583	-66.814722	4530	   Mu  Mus	102584	 4.72	 1.54
177.161250	+14.284167	4531	          	102590	 5.88	 0.29
177.187917	-26.749722	4532	          	102620	 5.11	 1.60
177.255000	 -0.318611	4533	          	102634	 6.15	 0.52
177.265000	+14.571944	4534	 94Bet Leo	102647	 2.14	 0.09
177.312083	+16.242778	4535	          	102660	 6.04	 0.27
177.423750	+34.931667	4536	          	102713	 5.70	 0.46
177.421250	-63.788333	4537	          	102776	 4.32	-0.15
177.485833	-70.225833	4538	          	102839	 4.97	 1.40
177.581250	-15.863889	4539	          	102845	 6.13	 0.95
177.673750	 +1.764722	4540	  5Bet Vir	102870	 3.61	 0.55
177.613333	-62.649444	4541	          	102878	 5.70	 0.26
177.654583	-27.277778	4542	          	102888	 6.48	 0.98
177.730417	+12.278889	4543	          	102910	 6.35	 0.27
177.759167	 -5.333333	4544	          	102928	 5.64	 1.06
177.789167	+33.375000	4545	          	102942	 6.27	 0.32
177.786250	-45.173611	4546	          	102964	 4.46	 1.30
177.841250	-12.187778	4547	          	102990	 6.35	 0.40
177.923333	-30.835000	4548	          	103026	 5.85	 0.56
177.963333	-65.206111	4549	          	103079	 4.90	-0.11
178.245000	+37.718611	4550	          	103095	 6.45	 0.75
178.042083	-56.987778	4551	          	103101	 5.57	 0.07
178.227500	-33.908056	4552	   Bet Hya	103192	 4.28	-0.10
178.361667	-35.066667	4553	          	103266	 6.17	 0.08
178.457500	+53.694722	4554	 64Gam UMa	103287	 2.44	 0.00
178.459583	 +0.551944	4555	          	103313	 6.30	 0.20
178.547917	-57.410000	4556	          	103400	 6.06	 0.05
178.607500	-37.748889	4557	          	103437	 6.46	 0.52
178.677083	-25.713889	4558	          	103462	 5.30	 0.88
178.762917	 +8.443889	4559	  6    Vir	103484	 5.58	 0.94
178.773750	+46.476944	4560	 65    UMa	103483	 6.54	 0.10
178.796667	+46.469722	4561	 65    UMa	103498	 7.03	 0.01
178.808750	+36.756389	4562	          	103500	 6.49	 1.58
178.749167	-63.278889	4563	          	103516	 5.91	 0.19
178.918750	+15.646667	4564	 95    Leo	103578	 5.53	 0.11
178.917083	-28.476944	4565	          	103596	 5.93	 1.50
178.993333	+56.598611	4566	 66    UMa	103605	 5.84	 1.10
179.003750	-17.150833	4567	 30Eta Crt	103632	 5.18	-0.02
178.977917	-39.689167	4568	          	103637	 6.13	 1.02
179.221667	+61.549167	4569	          	103736	 6.22	 0.96
179.182917	-47.072500	4570	          	103746	 6.26	 0.40
179.265417	-33.315278	4571	          	103789	 6.21	-0.04
179.310833	+40.343611	4572	          	103799	 6.62	 0.46
179.417083	-62.448889	4573	          	103884	 5.57	-0.15
179.530000	+32.273889	4574	          	103928	 6.42	 0.29
179.585833	+61.464722	4575	          	103953	 6.76	
179.563333	-56.317222	4576	          	103961	 5.44	-0.08
179.584583	-40.947222	4577	          	103974	 6.79	 0.97
179.698750	-64.339167	4578	          	104035	 5.61	 0.18
179.726667	-25.908889	4579	          	104039	 6.43	 0.03
179.764167	 +0.530556	4580	          	104055	 6.17	 1.26
179.823333	+33.167500	4581	          	104075	 5.96	 1.15
179.795417	-51.696667	4582	          	104081	 6.05	 1.28
179.905417	-78.221944	4583	   Eps Cha	104174	 4.91	-0.06
179.988333	+34.035000	4584	          	104179	 6.50	 0.22
179.987083	 +3.655278	4585	  7    Vir	104181	 5.37	 0.00
180.077500	+80.853056	4586	          	104216	 6.17	 1.61
180.185417	-10.446111	4587	          	104304	 5.55	 0.77
180.177083	-21.837222	4588	          	104307	 6.28	 1.22
180.218333	 +6.614167	4589	  8Pi  Vir	104321	 4.66	 0.13
180.213333	-19.658889	4590	          	104337	 5.26	-0.20
180.257500	 -1.768056	4591	          	104356	 6.31	 1.21
180.370833	-57.503611	4592	          	104430	 6.16	 0.00
180.414583	+36.041944	4593	          	104438	 5.59	 1.01
180.528333	+43.045556	4594	 67    UMa	104513	 5.21	 0.26
180.583750	-85.631667	4595	          	104555	 6.05	 1.29
180.619167	-71.488889	4596	          	104570	 6.42	 1.17
180.657083	-69.192222	4597	          	104600	 5.89	-0.08
180.715000	 -7.683611	4598	          	104625	 6.22	 1.49
180.756250	-63.312778	4599	   The1Cru	104671	 4.33	 0.27
180.915000	-42.434167	4600	          	104731	 5.15	 0.41
180.934583	-74.213889	4601	          	104752	 6.44	 1.23
181.069167	+21.459167	4602	  2    Com	104827	 5.87	 0.22
181.080000	-63.165556	4603	   The2Cru	104841	 4.72	-0.08
181.161250	-68.329167	4604	          	104878	 5.35	-0.01
181.193750	-76.519167	4605	   Kap Cha	104902	 5.04	 1.49
181.117083	+85.587222	4606	          	104904	 6.27	 0.59
181.237917	-60.969167	4607	          	104933	 5.96	 1.67
181.302083	 +8.733056	4608	  9Omi Vir	104979	 4.12	 0.98
181.312917	+76.905833	4609	          	104985	 5.80	 1.01
181.415417	+62.933056	4610	          	105043	 6.13	 1.17
181.471667	-65.547222	4611	          	105071	 6.33	 0.22
181.486250	-35.693889	4612	          	105078	 6.23	-0.08
181.499167	 -3.131667	4613	          	105089	 6.37	 1.00
181.582500	-68.650833	4614	          	105138	 6.23	 1.24
181.596250	-65.709167	4615	          	105151	 6.06	 0.65
181.720417	-64.613611	4616	   Eta Cru	105211	 4.15	 0.34
181.957500	-75.366944	4617	          	105340	 5.18	 1.30
182.021667	-50.661389	4618	          	105382	 4.47	-0.15
182.020000	-50.763333	4619	          	105383	 6.37	-0.05
182.061250	-48.692778	4620	          	105416	 5.34	-0.01
182.089583	-50.722500	4621	   Del Cen	105435	 2.60	-0.12
182.102500	-60.847222	4622	          	105437	 6.22	 1.74
182.103333	-24.728889	4623	  1Alp Crv	105452	 4.02	 0.32
182.224167	-44.326111	4624	          	105509	 5.75	 0.24
182.227083	-41.231389	4625	          	105521	 5.48	-0.07
182.422083	 +1.897778	4626	 10    Vir	105639	 5.95	 1.12
182.447083	+74.661389	4627	          	105678	 6.35	 0.50
182.510417	-34.705000	4628	          	105686	 6.17	 0.03
182.514167	 +5.806944	4629	 11    Vir	105702	 5.72	 0.35
182.531250	-22.619722	4630	  2Eps Crv	105707	 3.00	 1.33
182.640833	-37.870278	4631	          	105776	 6.06	 0.20
182.631667	+16.809167	4632	  3    Com	105778	 6.39	 0.06
182.692083	+27.281389	4633	          	105805	 6.01	 0.11
182.770417	-61.277500	4634	          	105841	 6.08	 0.39
182.766250	-23.602500	4635	  3    Crv	105850	 5.46	 0.06
182.762083	-45.422778	4636	          	105852	 6.61	 1.08
182.880833	-51.359444	4637	          	105920	 6.23	 0.82
182.912917	-52.368611	4638	   Rho Cen	105937	 3.96	-0.15
182.750000	+81.710000	4639	          	105943	 6.00	 1.62
182.963333	+25.870278	4640	  4    Com	105981	 5.66	 1.41
182.937083	+57.054444	4641	 68    UMa	106002	 6.43	
183.005000	+28.536111	4642	          	106022	 6.49	 0.36
183.038750	+20.541944	4643	  5    Com	106057	 5.57	 0.95
183.091667	-62.950833	4644	          	106068	 5.92	 0.29
183.195000	-70.151944	4645	          	106111	 6.17	 0.84
183.049583	+77.616389	4646	          	106112	 5.14	 0.33
183.304167	-34.125556	4647	          	106198	 6.50	 1.66
183.355417	-38.929167	4648	          	106231	 5.76	-0.13
183.482083	-78.573611	4649	          	106248	 6.35	 1.24
183.357917	+10.262222	4650	 12    Vir	106251	 5.85	 0.27
183.402917	-33.792778	4651	          	106257	 6.33	 0.08
183.510833	-45.723889	4652	          	106321	 5.31	 1.43
183.570000	-64.408611	4653	          	106343	 6.22	 0.12
183.680833	+53.434722	4654	          	106478	 6.16	 1.04
183.748333	-20.844167	4655	          	106485	 5.83	 1.05
183.786250	-58.748889	4656	   Del Cru	106490	 2.80	-0.23
183.794167	-10.312500	4657	          	106516	 6.11	 0.46
183.877083	-41.913056	4658	          	106572	 6.26	 1.01
183.785417	+70.200000	4659	          	106574	 5.71	 1.19
183.856667	+57.032500	4660	 69Del UMa	106591	 3.31	 0.08
183.945833	-23.353611	4661	          	106612	 6.54	 0.45
183.951667	-17.541944	4662	  4Gam Crv	106625	 2.59	-0.11
184.000833	+14.898889	4663	  6    Com	106661	 5.10	 0.06
184.097917	-72.614722	4664	          	106676	 6.22	-0.01
183.922500	+72.550833	4665	          	106677	 6.29	 1.14
184.031667	+40.660278	4666	  2    CVn	106690	 5.66	 1.55
184.085417	+23.945278	4667	  7    Com	106714	 4.95	 0.97
184.125417	+33.061389	4668	          	106760	 5.00	 1.14
184.275000	-65.692778	4669	          	106797	 6.06	 0.03
184.263750	-16.693611	4670	          	106819	 6.05	 0.10
184.392083	-67.960833	4671	   Eps Mus	106849	 4.11	 1.58
184.372917	+53.191111	4672	          	106884	 5.81	 1.30
184.377083	+28.937222	4673	          	106887	 5.70	 0.16
184.586250	-79.312222	4674	   Bet Cha	106911	 4.26	-0.12
184.447083	-36.093889	4675	          	106922	 6.15	 0.01
184.434583	+15.144167	4676	          	106926	 6.34	 1.37
184.537917	 -3.954444	4677	          	106975	 6.99	 0.36
184.540000	 -3.948611	4678	          	106976	 6.54	 0.33
184.608750	-64.003056	4679	   Zet Cru	106983	 4.04	-0.17
184.631667	+30.249167	4680	          	107054	 6.23	 0.30
184.667917	 -0.787222	4681	 13    Vir	107070	 5.90	 0.17
184.748750	-55.143056	4682	          	107079	 5.00	 1.59
184.214167	+86.436111	4683	          	107113	 6.33	 0.43
184.758750	+26.007778	4684	          	107131	 6.48	 0.18
184.829583	+23.034722	4685	  8    Com	107168	 6.27	 0.17
183.834583	+87.700000	4686	          	107192	 6.28	 0.35
184.707917	+75.160556	4687	          	107193	 5.38	-0.02
184.873333	+28.156944	4688	  9    Com	107213	 6.33	 0.50
184.976667	 -0.666944	4689	 15Eta Vir	107259	 3.89	 0.02
184.952917	+48.984167	4690	  3    CVn	107274	 5.29	 1.66
185.044583	-22.175556	4691	          	107295	 5.97	 0.82
185.116667	-65.842778	4692	          	107301	 6.21	-0.04
185.082083	+26.619444	4693	          	107325	 5.54	 1.09
185.073750	+26.001944	4694	          	107326	 6.15	 0.30
185.087500	 +3.312500	4695	 16    Vir	107328	 4.96	 1.16
185.140417	-22.215833	4696	  5Zet Crv	107348	 5.21	-0.10
185.179167	+17.792778	4697	 11    Com	107383	 4.74	 1.01
185.172083	+27.054722	4698	          	107398	 7.13	 0.36
185.232083	-13.565556	4699	          	107418	 5.14	 1.05
185.340000	-60.401111	4700	   Eps Cru	107446	 3.59	 1.42
185.211667	+57.863889	4701	 70    UMa	107465	 5.55	 1.43
185.489583	-56.374722	4702	          	107543	 5.92	 1.57
185.530417	-67.521944	4703	   Zet2Mus	107566	 5.15	 0.19
185.549583	-68.307500	4704	   Zet1Mus	107567	 5.74	 1.04
185.545000	+24.773889	4705	          	107655	 6.19	-0.01
185.705417	-57.676111	4706	          	107696	 5.39	-0.10
185.626250	+25.846111	4707	 12    Com	107700	 4.81	 0.49
185.633333	 +5.305556	4708	 17    Vir	107705	 6.40	 0.60
186.406250	-86.150556	4709	          	107739	 6.33	 1.08
185.807500	-67.631667	4710	          	107773	 6.36	 0.89
185.840000	-24.840556	4711	  6    Crv	107815	 5.68	 1.16
185.897500	-35.412778	4712	          	107832	 5.32	-0.08
185.903750	-39.303056	4713	          	107833	 6.40	 0.29
185.937083	-38.911111	4714	          	107860	 5.79	-0.08
185.945833	+42.542778	4715	  4    CVn	107904	 6.06	 0.33
186.006250	+51.562222	4716	  5    CVn	107950	 4.80	 0.87
186.077083	+26.098611	4717	 13    Com	107966	 5.18	 0.08
186.186250	-41.384167	4718	          	107998	 6.25	 1.18
186.111250	+25.582778	4719	          	108007	 6.42	 0.27
186.322083	-65.770556	4720	          	108054	 6.30	 0.96
186.285417	-42.514444	4721	          	108063	 6.11	 0.65
186.298750	-11.610278	4722	          	108107	 5.95	 0.03
186.326667	-27.749167	4723	          	108110	 6.09	 1.27
186.340833	-35.186389	4724	          	108114	 5.73	-0.06
186.312917	+23.926111	4725	          	108123	 6.03	 1.10
186.263333	+56.777500	4726	 71    UMa	108135	 5.81	 1.62
186.276667	+63.802778	4727	          	108150	 6.32	 0.91
186.462083	+39.018611	4728	  6    CVn	108225	 5.02	 0.96
186.628750	-63.122500	4729	          	108250	 4.86	-0.12
186.649583	-63.099167	4730	   Alp1Cru	108248	 1.33	-0.24
186.652083	-63.099444	4731	   Alp2Cru	108249	 1.73	-0.26
186.631667	-51.450833	4732	          	108257	 4.82	-0.14
186.600417	+27.268333	4733	 14    Com	108283	 4.95	 0.27
186.700833	-48.913333	4734	          	108309	 6.26	 0.68
186.715417	-32.830000	4735	          	108323	 5.55	 0.01
186.852500	-63.789167	4736	          	108355	 6.00	 0.07
186.734583	+28.268333	4737	 15Gam Com	108381	 4.36	 1.13
186.747083	+26.825556	4738	 16    Com	108382	 5.00	 0.08
186.869583	-58.991944	4739	          	108396	 5.50	 1.45
186.600833	+71.929722	4740	          	108399	 6.24	 1.06
186.925417	 +8.610278	4741	          	108471	 6.37	 0.93
186.955833	-16.631944	4742	          	108477	 6.35	 0.84
187.010000	-50.230556	4743	   Sig Cen	108483	 3.91	-0.19
187.078750	-64.341389	4744	          	108501	 6.04	 0.02
186.896250	+55.712778	4745	 73    UMa	108502	 5.70	 1.55
186.965000	 -4.615278	4746	          	108506	 6.22	 0.44
187.106250	-61.795278	4747	          	108530	 6.22	 1.26
187.093750	-39.041389	4748	          	108541	 5.44	-0.08
187.139167	-56.407778	4749	          	108570	 6.15	 0.92
187.158750	+26.226667	4750	          	108642	 6.54	 0.17
187.185833	+25.899167	4751	          	108651	 6.65	 0.22
187.227917	+25.912778	4752	 17    Com	108662	 5.29	-0.05
187.362083	+24.108889	4753	 18    Com	108722	 5.48	 0.43
187.474583	-56.524722	4754	          	108732	 5.80	 1.56
187.491250	-41.736111	4755	          	108759	 6.02	 1.52
187.430000	+20.896111	4756	 20    Com	108765	 5.69	 0.07
187.466250	-16.515556	4757	  7Del Crv	108767	 2.95	-0.05
187.520000	-13.393056	4758	          	108799	 6.35	 0.56
187.572917	-23.696667	4759	          	108821	 5.63	 1.67
187.488750	+58.405833	4760	 74    UMa	108844	 5.35	 0.20
187.512083	+51.535556	4761	  7    CVn	108845	 6.21	 0.51
187.517917	+58.767500	4762	 75    UMa	108861	 6.08	 0.98
187.791250	-57.113333	4763	   Gam Cru	108903	 1.63	 1.59
187.819583	-57.081111	4764	   Gam Cru	108925	 6.42	 0.16
187.527917	+69.201111	4765	  4    Dra	108907	 4.95	 1.62
187.752500	+24.567222	4766	 21    Com	108945	 5.46	 0.05
187.708750	+53.076667	4767	          	108954	 6.21	 0.54
187.917917	-59.423889	4768	          	108968	 5.48	 0.63
188.041667	-73.001667	4769	          	108970	 5.88	 1.11
187.839167	 +7.604167	4770	          	108985	 6.05	 1.52
187.982500	-63.506111	4771	          	109000	 5.95	 0.27
187.911250	 -5.052500	4772	          	109014	 6.19	 1.04
188.116667	-72.133056	4773	   Gam Mus	109026	 3.87	-0.15
188.018750	-32.533611	4774	          	109074	 6.46	 0.20
188.017500	-16.196111	4775	  8Eta Crv	109085	 4.31	 0.38
188.150000	-13.859167	4776	          	109141	 5.74	 0.40
188.262083	+10.295556	4777	 20    Vir	109217	 6.26	 0.95
188.343333	-19.791944	4778	          	109238	 6.26	 0.29
188.392917	-12.830278	4779	          	109272	 5.58	 0.86
188.392500	+24.283056	4780	 22    Com	109307	 6.29	 0.11
188.445000	 -9.451944	4781	 21    Vir	109309	 5.48	-0.03
188.496667	-49.909444	4782	          	109312	 6.38	 0.46
188.412083	+33.247500	4783	          	109317	 5.42	 1.00
188.447500	+33.384722	4784	          	109345	 6.24	 1.05
188.435417	+41.357500	4785	  8Bet CVn	109358	 4.26	 0.59
188.596667	-23.396667	4786	  9Bet Crv	109379	 2.65	 0.89
188.370833	+69.788333	4787	  5Kap Dra	109387	 3.87	-0.13
188.676250	-44.673333	4788	          	109409	 5.77	 0.70
188.712917	+22.629167	4789	 23    Com	109485	 4.81	 0.00
188.870833	-61.841944	4790	          	109492	 6.22	 0.73
188.776250	+18.377222	4791	 24    Com	109510	 6.56	 0.25
188.782500	+18.376944	4792	 24    Com	109511	 5.02	 1.15
188.783750	+21.881389	4793	          	109519	 5.85	 1.22
188.939583	-41.021944	4794	          	109536	 5.13	 0.22
188.683333	+70.021944	4795	  6    Dra	109551	 4.94	 1.31
189.005000	-39.870000	4796	          	109573	 5.80	 0.01
188.994167	-20.527222	4797	          	109585	 6.20	 0.33
189.295833	-69.135556	4798	   Alp Mus	109668	 2.69	-0.20
189.197500	 -5.831944	4799	 25    Vir	109704	 5.87	 0.07
189.097083	+59.486944	4800	          	109729	 5.50	
189.242917	+17.089444	4801	 25    Com	109742	 5.68	 1.41
189.425833	-48.541111	4802	   Tau Cen	109787	 3.86	 0.05
189.425833	-27.138889	4803	          	109799	 5.45	 0.32
189.810417	-75.369444	4804	          	109857	 6.49	 0.08
189.518333	 +3.282500	4805	          	109860	 6.33	 0.01
189.718750	-67.193056	4806	          	109867	 6.25	 0.06
189.593333	 +1.854722	4807	          	109896	 5.71	 1.60
189.625000	 +6.988333	4808	          	109914	 7.08	 1.44
189.685833	-18.250278	4809	          	109931	 6.00	 0.29
189.764583	-30.422222	4810	          	109960	 5.89	 1.21
189.692917	+40.874444	4811	  9    CVn	109980	 6.37	 0.18
189.758750	+22.659444	4812	          	109996	 6.38	 1.10
189.811667	 -7.995556	4813	 26Chi Vir	110014	 4.66	 1.23
189.981667	-66.511667	4814	          	110020	 6.26	-0.05
189.780417	+21.062500	4815	 26    Com	110024	 5.46	 0.96
189.820417	+35.951944	4816	          	110066	 6.45	 0.06
189.968750	-39.987500	4817	          	110073	 4.64	-0.08
190.345833	-46.145556	4818	          	110287	 5.84	 1.52
190.379167	-48.959722	4819	   Gam Cen	110304	 2.17	-0.01
190.521250	-69.407500	4820	          	110311	 6.33	 0.78
190.316667	-13.013611	4821	          	110317	 6.08	
190.317500	-13.015000	4822	          	110318	 5.98	 0.42
190.485833	-59.685833	4823	          	110335	 4.93	-0.04
190.393333	+10.426389	4824	 27    Vir	110377	 6.19	 0.19
190.415000	 -1.449444	4825	 29Gam Vir	110379	 3.65	 0.36
190.415000	 -1.449444	4826	 29Gam Vir	110380	 3.68	
190.455000	-19.758611	4827	          	110385	 6.03	 0.39
190.471250	+10.235556	4828	 30Rho Vir	110411	 4.88	 0.09
190.487917	 +6.806667	4829	 31    Vir	110423	 5.59	 0.00
190.709583	-63.058611	4830	          	110432	 5.31	 0.27
190.647500	-48.813056	4831	          	110458	 4.66	 1.09
190.706667	-55.947222	4832	          	110461	 6.08	-0.03
190.391250	+62.713056	4833	 76    UMa	110462	 6.07	 0.01
190.787917	-56.176111	4834	          	110506	 6.00	-0.08
190.867500	-58.903056	4835	          	110532	 6.40	 1.09
190.859583	-40.177778	4836	          	110575	 6.44	 0.25
190.908750	 -1.576944	4837	          	110646	 5.93	 0.86
190.994583	-36.349167	4838	          	110653	 6.39	-0.06
191.002083	-28.323889	4839	          	110666	 5.48	 1.34
190.767500	+61.155556	4840	          	110678	 6.38	 1.26
191.257083	-68.831111	4841	          	110716	 6.16	 0.69
191.407917	-60.981111	4842	   Iot Cru	110829	 4.69	 1.05
191.112917	+44.103056	4843	          	110834	 6.33	 0.43
191.570417	-68.108056	4844	   Bet Mus	110879	 3.05	-0.18
191.247917	+39.278889	4845	 10    CVn	110897	 5.95	 0.55
191.282500	+45.440278	4846	          	110914	 4.99	 2.54
191.404583	 +7.673333	4847	 32    Vir	110951	 5.22	 0.33
191.594583	-56.488889	4848	          	110956	 4.65	-0.16
191.593750	 +9.540000	4849	 33    Vir	111028	 5.67	 0.99
191.691667	-33.315556	4850	          	111032	 5.86	 1.34
191.661250	+16.577500	4851	 27    Com	111067	 5.12	 1.35
191.108333	+80.621111	4852	          	111112	 6.40	 0.12
191.930000	-59.688611	4853	   Bet Cru	111123	 1.25	-0.23
191.759583	 +5.950833	4854	          	111133	 6.34	-0.05
191.806667	+11.958056	4855	 34    Vir	111164	 6.07	 0.12
191.889167	 -6.301944	4856	          	111199	 6.26	 0.55
191.973750	-24.851667	4857	          	111226	 6.44	-0.06
191.964167	 +3.572778	4858	 35    Vir	111239	 6.41	 1.60
191.828750	+62.780833	4859	          	111270	 5.89	
192.110000	-27.597500	4860	          	111295	 5.66	 0.95
192.059583	+13.553056	4861	 28    Com	111308	 6.56	 0.01
192.437083	-71.986389	4862	          	111315	 5.55	 1.17
191.893333	+66.790278	4863	  7    Dra	111335	 5.43	 1.56
192.195833	+24.840278	4864	          	111395	 6.31	 0.70
192.225833	+14.122500	4865	 29    Com	111397	 5.70	 0.02
192.174167	+48.466944	4866	 11    CVn	111421	 6.27	 0.18
192.164167	+60.320000	4867	          	111456	 5.85	 0.46
192.550000	-60.400833	4868	          	111463	 6.75	 0.35
192.322500	+27.552222	4869	 30    Com	111469	 5.78	 0.03
193.744167	-85.123333	4870	   Iot Oct	111482	 5.46	 1.02
192.581667	-48.459722	4871	          	111519	 6.24	 0.05
192.741250	-52.787500	4872	          	111588	 5.73	 0.13
192.572500	+22.863333	4873	          	111591	 6.43	 1.00
192.671667	-33.999444	4874	          	111597	 4.91	-0.04
192.544583	+37.516944	4875	          	111604	 5.89	 0.15
192.824167	-60.329722	4876	          	111613	 5.72	 0.38
192.845417	-10.338333	4877	          	111720	 6.41	 1.02
192.903750	 +3.056667	4878	 37    Vir	111765	 6.02	 1.29
192.986667	-39.680833	4879	          	111774	 5.98	-0.10
193.022083	-48.094167	4880	          	111775	 6.33	 0.03
192.991250	-26.738056	4881	          	111786	 6.15	 0.23
193.102500	-53.829444	4882	          	111790	 6.24	 1.13
192.924583	+27.540556	4883	 31    Com	111812	 4.94	 0.67
193.051250	+17.073889	4884	 32    Com	111862	 6.32	 1.59
193.266250	-54.952500	4885	          	111884	 5.93	 1.31
193.115000	+16.122500	4886	          	111893	 6.30	 0.16
193.340833	-60.328611	4887	          	111904	 5.76	 0.33
193.278750	-48.943333	4888	          	111915	 4.33	 1.37
193.359167	-40.178889	4889	          	111968	 4.27	 0.21
193.454583	-60.376944	4890	   Kap Cru	111973	 5.90	 0.20
193.296667	 -3.553056	4891	 38    Vir	111998	 6.11	 0.50
192.277500	+83.418056	4892	          	112014	 5.85	-0.06
192.306667	+83.412778	4893	          	112028	 5.28	-0.03
193.324167	+21.245000	4894	 35    Com	112033	 4.90	 0.90
193.591667	-58.430556	4895	          	112044	 6.58	 0.76
193.408750	 -4.223889	4896	          	112048	 6.44	 1.10
193.663333	-59.146667	4897	   Lam Cru	112078	 4.62	-0.15
193.648333	-57.177778	4898	   Mu 1Cru	112092	 4.03	-0.17
193.653333	-57.168333	4899	   Mu 2Cru	112091	 5.17	-0.12
193.457083	+12.418611	4900	 41    Vir	112097	 6.25	 0.27
193.577917	-11.648611	4901	          	112131	 6.00	 0.08
193.588333	 -9.538889	4902	 40Psi Vir	112142	 4.79	 1.60
193.743750	-44.151944	4903	          	112164	 5.89	 0.64
193.554583	+33.534444	4904	          	112171	 6.26	 0.20
193.507083	+55.959722	4905	 77Eps UMa	112185	 1.77	-0.02
193.830833	-42.915833	4906	          	112213	 5.47	 1.68
194.131250	-72.185278	4907	          	112219	 5.93	 1.13
193.987500	-56.836111	4908	          	112244	 5.32	 0.01
193.735417	+47.196667	4909	          	112264	 5.84	 1.55
193.900833	 +3.397500	4910	 43Del Vir	112300	 3.38	 1.58
193.972083	-15.326944	4911	          	112304	 6.17	 0.00
